county_name,total,under1,under10k,under25k,under50k,under75k,under100k,under200k,over200k,fipscode
Jefferson Parish,205880,2800,31270,53500,52440,26140,14910,18620,6200,22051
LOUISIANA,2004060,24270,304890,542830,467930,247980,155310,202010,58840,22000
La Salle Parish,5330,40,770,1140,1160,790,520,700,210,22059
Lafayette Parish,106850,1310,15990,25900,23640,13240,8720,12920,5130,22055
Lafourche Parish,41540,380,6120,9490,9080,5890,4210,5190,1180,22057
Lincoln Parish,17900,290,3220,5040,3730,2050,1390,1690,490,22061
Livingston Parish,56020,580,7730,12050,13200,8610,6000,6980,870,22063
Madison Parish,4160,60,680,1750,920,330,180,190,50,22065
Morehouse Parish,11370,130,1930,4090,2640,1140,630,660,150,22067
Natchitoches Parish,15190,150,2620,4440,3600,1760,1050,1270,300,22069
Orleans Parish,162180,2710,25970,50070,39660,16910,8510,11810,6540,22071
Ouachita Parish,66720,780,10880,20170,15210,7450,4730,5780,1720,22073
Plaquemines Parish,10150,150,1370,2350,2430,1320,860,1270,400,22075
Pointe Coupee Parish,9820,130,1360,2670,2380,1270,760,1030,220,22077
Rapides Parish,57720,590,9080,16100,14000,7160,4350,5030,1410,22079
Red River Parish,3390,50,480,1100,780,380,260,260,80,22081
Richland Parish,8350,170,1280,2640,1980,930,570,620,160,22083
Sabine Parish,8900,110,1410,2160,1940,1240,820,900,320,22085
St. Bernard Parish,16810,310,2710,5070,4410,2190,1000,990,130,22087
St. Charles Parish,24040,210,3400,5290,5300,3010,2280,3860,690,22089
St. Helena Parish,5480,60,820,1980,1340,600,330,310,40,22091
St. James Parish,9940,50,1330,2780,2250,1290,790,1300,150,22093
St. John the Baptist Parish,19790,190,2910,5820,4760,2630,1470,1780,230,22095
St. Landry Parish,36220,430,5640,10890,8730,4390,2520,2970,650,22097
St. Martin Parish,23480,240,3620,6530,5580,2880,1870,2260,500,22099
St. Mary Parish,24040,190,3680,6950,5680,3050,1870,2100,520,22101
St. Tammany Parish,110590,2070,16350,22820,22670,14580,10450,15980,5670,22103
Tangipahoa Parish,50330,610,7810,15330,11690,6040,3860,4190,800,22105
Tensas Parish,1920,40,350,620,430,180,110,130,60,22107
Terrebonne Parish,49040,480,7400,11960,10960,6550,4330,5840,1520,22109
Union Parish,8960,140,1330,2600,2140,1170,720,730,130,22111
Vermilion Parish,24900,380,3620,6220,5480,3360,2310,2870,660,22113
Vernon Parish,20970,150,2520,5930,5930,3050,1560,1580,250,22115
Washington Parish,16750,240,2620,5510,4120,1930,1050,1100,180,22117
Webster Parish,16830,200,2830,4980,4020,2080,1190,1290,240,22119
West Baton Rouge Parish,11680,100,1510,2940,2870,1510,1050,1500,200,22121
West Carroll Parish,4390,80,650,1240,990,540,350,470,70,22123
West Feliciana Parish,4540,60,590,1020,1030,560,420,680,180,22125
Winn Parish,5150,40,720,1500,1330,710,370,390,90,22127
Barnstable County,124470,2420,19070,23830,26820,17710,12120,17130,5370,25001
Berkshire County,64400,1010,10870,14110,15300,8950,5720,6550,1890,25003
Bristol County,263840,2700,41810,54770,60150,37270,24590,34750,7800,44001
Dukes County,10700,300,1830,2100,2370,1470,890,1210,530,25007
Essex County,382960,4530,60110,74460,81240,49810,33330,56700,22780,51057
Franklin County,35260,520,5470,7440,8800,5360,3410,3530,730,53021
Hampden County,215150,2010,36440,49470,52410,29870,18010,22120,4820,25013
Hampshire County,71380,900,10680,13110,15780,10630,7330,10280,2670,54027
MASSACHUSETTS,3300270,40300,495460,601090,719790,457450,299620,486070,200490,25000
Middlesex County,775660,10230,106970,117900,156370,105870,72340,135240,70740,51119
Nantucket County,7120,180,950,1340,1620,1030,570,910,520,25019
Norfolk County,345880,4640,49860,49550,64710,46980,32860,62900,34380,25021
Plymouth County,252460,2940,39110,43980,51500,34730,24480,41530,14190,25023
Suffolk County,362010,3970,51400,76350,96880,53580,27580,35170,17080,36103
Worcester County,389070,3950,60900,72690,85860,54210,36380,58060,17020,25027
Allegany County,29190,260,4820,7920,6860,4260,2550,2180,340,36003
Anne Arundel County,279170,2690,35890,45250,56550,39400,29860,52290,17240,24003
Baltimore County,411820,4280,58060,77410,97810,61650,39780,55250,17580,24005
Baltimore city,274190,2570,46450,74350,77040,35710,15640,16730,5700,24510
Calvert County,43700,470,5790,6600,7570,5810,5090,10060,2310,24009
Caroline County,15230,210,2600,3700,3820,2060,1320,1360,160,51033
Carroll County,82800,830,11700,12990,15800,11050,9300,17200,3930,51035
Cecil County,46310,470,6660,9160,10320,6670,5000,6980,1050,24015
Charles County,76090,610,9680,12370,15200,11500,9260,14830,2640,24017
Dorchester County,15120,230,2710,4090,3810,1830,1070,1160,220,45035
Frederick County,119660,1340,17340,18840,23350,16310,12990,23720,5770,51069
Garrett County,13470,220,2270,3330,3140,1990,1190,1110,220,24023
Harford County,123350,980,16980,20990,24340,17830,13910,23550,4770,24025
Howard County,149130,1750,20310,19570,23490,18360,15070,34570,16010,48227
Kent County,9260,190,1370,1930,2130,1220,910,1150,360,48263
MARYLAND,2941750,31590,440830,549980,642840,406950,277510,443870,148180,24000
Montgomery County,522450,7330,81760,81870,96940,63890,45810,92180,52670,51121
Prince George's County,488120,4130,79440,97640,120700,74320,45590,56590,9710,24033
Queen Anne's County,23930,390,3520,3830,4610,3180,2490,4630,1280,24035
Somerset County,8760,150,1650,2430,2270,1050,610,520,80,42111
St. Mary's County,50360,460,6130,8260,9370,7320,6080,10760,1980,24037
Talbot County,19310,390,3100,3700,4150,2460,1680,2650,1180,24041
Washington County,67910,640,10400,14910,16730,9910,6520,7510,1290,55131
Wicomico County,45160,530,7840,12140,10760,5650,3420,3990,830,24045
Worcester County,27330,480,4400,6710,6110,3530,2360,2910,830,25027
Androscoggin County,48460,540,7490,12050,12890,7230,4090,3560,610,23001
Aroostook County,30610,460,5300,7990,8090,4430,2310,1690,340,23003
Cumberland County,147480,1980,22500,29480,34330,20520,13850,18250,6570,51049
Franklin County,12970,250,2180,3300,3260,1920,1060,830,170,53021
Hancock County,27200,470,4410,6390,6760,3810,2330,2370,660,54029
Kennebec County,57540,660,8850,13130,15420,8560,5250,4810,860,23011
Knox County,19970,410,3370,4640,5030,2710,1590,1650,570,48275
Lincoln County,17630,420,2940,4030,4230,2490,1510,1580,430,56023
MAINE,635840,8960,101890,145130,158200,91670,56250,58690,15050,23000
Oxford County,25240,380,4280,6580,6630,3670,1930,1510,260,23017
Penobscot County,67330,780,11180,16490,16700,9680,5700,5600,1200,23019
Piscataquis County,7220,130,1210,1900,2030,1010,480,390,70,23021
Sagadahoc County,18040,230,2670,3790,4250,2870,1860,1970,400,23023
Somerset County,21850,320,3680,5720,5790,3090,1680,1370,200,42111
Waldo County,18050,340,3040,4450,4790,2550,1410,1210,260,23027
Washington County,13940,260,2680,3910,3470,1790,960,740,130,55131
York County,102380,1350,16120,21290,24530,15350,10230,11190,2320,51199
Alcona County,4920,120,940,1310,1170,690,370,280,40,26001
Alger County,4060,60,760,960,960,630,350,290,50,26003
Allegan County,53800,790,9740,11120,12480,8300,5350,4910,1110,26005
Alpena County,13870,240,3060,3550,3120,1800,1080,860,160,26007
Antrim County,11320,270,2100,2650,2590,1560,890,970,290,26009
Arenac County,7280,120,1470,2020,1690,990,540,400,50,26011
Baraga County,3520,40,650,880,900,540,300,180,30,26013
Barry County,27400,370,4720,5550,6320,4350,2850,2740,500,29009
Bay County,53040,560,10370,13500,11930,7120,4450,4350,760,26017
Benzie County,9070,200,1800,2170,2020,1310,740,680,150,26019
Berrien County,73110,1140,14190,18550,15960,8890,5730,6770,1880,26021
Branch County,18950,280,3420,4650,4980,2680,1470,1240,230,26023
Calhoun County,61670,750,11410,15350,14480,8250,5110,5290,1030,54013
Cass County,23170,390,4320,5240,5670,3250,1950,1820,530,48067
Charlevoix County,13450,290,2720,3030,3010,1800,1070,1160,370,26029
Cheboygan County,12360,230,2560,3310,2880,1530,890,760,200,26031
Chippewa County,15780,220,3090,4190,3670,2190,1320,940,160,55017
Clare County,13080,240,2900,3540,3090,1650,840,730,90,26035
Clinton County,35800,480,5950,6590,7420,5270,4010,5070,1010,42035
Crawford County,6120,110,1270,1580,1450,840,470,340,60,55023
Delta County,17540,270,3310,4240,3830,2540,1660,1510,180,48119
Dickinson County,12930,170,2600,2820,3090,1860,1150,1020,220,26043
Eaton County,53620,600,8580,11250,12900,8330,5530,5670,760,26045
Emmet County,17530,330,3400,4050,3940,2190,1360,1610,650,26047
Genesee County,192190,2520,37580,52170,41940,23680,15040,16450,2810,36037
Gladwin County,11250,210,2190,2900,2690,1550,910,690,110,26051
Gogebic County,6740,110,1420,1800,1600,910,480,340,80,26053
Grand Traverse County,46830,860,8540,10560,10490,6350,4070,4440,1520,26055
Gratiot County,16900,220,3050,4260,4300,2320,1350,1170,230,26057
Hillsdale County,19700,370,3670,4500,5080,2890,1580,1390,220,26059
Houghton County,14480,190,2920,3500,3370,2050,1200,1060,190,26061
Huron County,16580,380,3390,3720,4040,2420,1290,1040,300,39077
Ingham County,122130,1540,22650,28520,27270,16360,10200,12320,3270,26065
Ionia County,26850,310,4750,5880,6800,4230,2560,2070,250,26067
Iosco County,12180,210,2490,3460,2980,1500,810,620,110,26069
Iron County,5530,110,1140,1290,1450,790,410,300,40,55051
Isabella County,26080,370,5280,6170,5520,3800,2160,2280,500,26073
Jackson County,70710,950,12770,16600,16310,10110,6260,6610,1100,55053
Kalamazoo County,117790,1470,22170,26660,25280,15260,10250,12790,3910,26077
Kalkaska County,7970,150,1570,2110,1980,1040,550,480,90,26079
Kent County,296550,3430,53660,67060,69560,39560,24850,29270,9160,48263
Keweenaw County,1030,20,170,230,270,160,90,90,0,26083
Lake County,4480,120,1010,1270,1080,510,250,210,30,47095
Lapeer County,42080,620,7370,9300,9390,6030,4260,4470,640,26087
Leelanau County,11940,350,2160,2220,2410,1600,1140,1550,510,26089
Lenawee County,45290,630,8410,10300,10370,6560,4290,4170,560,26091
Livingston County,92220,1190,15190,15620,16650,12630,10380,16670,3890,36051
Luce County,2480,30,500,600,590,390,210,140,20,26095
MICHIGAN,4656590,64010,860830,1082860,1019350,612240,400240,489110,127950,26000
Mackinac County,6040,150,1250,1670,1400,740,410,340,80,26097
Macomb County,434200,5080,77690,97310,97160,58720,40510,50000,7730,26099
Manistee County,11400,220,2360,2850,2640,1560,880,760,130,26101
Marquette County,30310,380,5250,7150,6620,4110,3060,3180,560,55077
Mason County,13990,290,2930,3480,3190,1880,1040,980,200,54053
Mecosta County,16700,310,3550,4100,3650,2200,1340,1320,230,26107
Menominee County,11080,190,2010,2460,2920,1780,990,600,130,55078
Midland County,39990,440,7210,8230,7820,5320,3760,5210,2000,48329
Missaukee County,6580,140,1320,1660,1680,890,490,340,60,26113
Monroe County,72490,780,11930,15150,15230,10760,7920,9480,1240,55081
Montcalm County,26790,390,5290,6730,6740,3880,2060,1510,190,26117
Montmorency County,4350,90,920,1160,1070,590,280,220,20,26119
Muskegon County,76700,1000,16250,19500,17520,10230,6040,5170,990,26121
Newaygo County,20970,320,4190,5100,5060,3020,1710,1340,230,26123
Oakland County,626260,9960,102290,113080,120450,81160,59490,99770,40060,26125
Oceana County,12040,250,2500,3090,2900,1610,850,700,140,26127
Ogemaw County,9450,160,1940,2780,2290,1160,590,450,80,26129
Ontonagon County,2830,50,530,720,730,390,240,170,0,26131
Osceola County,9960,180,1990,2510,2600,1320,730,570,60,26133
Oscoda County,3610,80,790,1020,920,400,230,150,20,26135
Otsego County,11950,200,2370,2980,2640,1660,1030,890,180,36077
Ottawa County,126340,1480,22640,23610,27900,19210,13370,14530,3600,40115
Presque Isle County,6440,160,1310,1550,1490,920,530,430,50,26141
Roscommon County,11080,240,2200,3160,2590,1360,750,650,130,26143
Saginaw County,90530,1080,18310,24480,19970,11260,6940,7020,1470,26145
Sanilac County,18950,390,3940,4620,4500,2670,1420,1190,220,26151
Schoolcraft County,3740,60,670,910,880,580,350,240,50,26153
Shiawassee County,32940,460,6520,7750,7680,4610,2830,2740,350,26155
St. Clair County,77630,1070,15280,17620,16430,10730,7310,8000,1190,29185
St. Joseph County,28170,400,5530,6560,7470,4010,2110,1740,350,26149
Tuscola County,25430,370,4710,6510,6220,3730,2000,1670,220,26157
Van Buren County,34450,540,6980,8180,7780,4630,2860,2940,540,47175
Washtenaw County,161490,2430,26270,30320,32060,20860,14920,24930,9700,26161
Wayne County,803590,9850,159230,228240,174530,91210,56090,68860,15580,54099
Wexford County,15130,250,3310,3840,3720,1890,1060,880,180,26165
Aitkin County,7220,160,1240,1700,1800,1050,620,550,100,27001
Anoka County,169980,1420,24870,29720,38700,26140,19050,25340,4740,27003
Becker County,15430,220,2540,3330,3800,2330,1460,1410,340,27005
Beltrami County,19110,250,3510,4770,4490,2570,1650,1550,320,27007
Benton County,18880,220,3140,4180,4600,2800,1930,1760,250,53005
Big Stone County,2500,70,430,530,600,360,240,210,60,27011
Blue Earth County,29360,340,5630,6400,6580,4040,2800,2850,720,27013
Brown County,13260,120,2240,2690,3330,2090,1430,1080,280,55009
Carlton County,16120,160,2570,3270,3810,2600,1830,1690,190,27017
Carver County,46240,560,7010,6080,8090,6040,4960,9400,4100,27019
Cass County,13970,350,2420,3350,3370,1950,1200,1040,290,48067
Chippewa County,6130,70,1010,1260,1560,950,580,560,140,55017
Chisago County,25850,280,3980,4530,5360,4190,3190,3770,550,27025
Clay County,27260,200,4460,5500,6250,4090,3030,3170,560,54015
Clearwater County,3790,60,630,850,950,590,360,300,50,27029
Cook County,2990,70,470,690,740,460,270,250,40,27031
Cottonwood County,5740,70,970,1240,1450,890,510,480,130,27033
Crow Wing County,30730,520,5340,7180,7190,4250,2870,2760,620,27035
Dakota County,209240,1850,30110,33310,44710,30230,22570,36370,10090,31043
Dodge County,9560,90,1430,1630,2130,1460,1160,1460,200,55027
Douglas County,18400,270,3070,3760,4250,2780,1920,1810,540,55031
Faribault County,7020,100,1210,1520,1730,1110,610,590,150,27043
Fillmore County,9750,240,1460,1980,2430,1480,1040,970,150,31059
Freeborn County,15300,160,2790,3260,4030,2140,1440,1200,280,27047
Goodhue County,23180,270,3550,4160,5250,3400,2710,3100,740,27049
Grant County,2960,60,480,580,700,440,310,290,100,55043
Hennepin County,614540,7250,88100,110910,141990,84550,55500,86770,39470,27053
Houston County,9440,180,1540,1860,2160,1500,1040,980,180,48225
Hubbard County,9390,180,1650,2020,2260,1410,930,780,160,27057
Isanti County,18110,230,2720,3460,4370,3020,2050,1970,290,27059
Itasca County,20550,240,3230,4640,4680,3170,2230,2030,330,27061
Jackson County,5270,60,810,940,1420,840,560,500,140,55053
Kanabec County,7200,120,1240,1620,1810,1150,680,510,70,27065
Kandiyohi County,20940,260,3600,4480,5090,2960,2010,2010,530,27067
Kittson County,2180,40,330,420,540,350,230,220,50,27069
Koochiching County,6160,70,1110,1350,1360,980,670,550,70,27071
Lac qui Parle County,3490,60,610,650,810,530,350,340,140,27073
Lake County,5260,70,860,1080,1170,820,610,580,70,47095
Lake of the Woods County,2060,40,350,440,580,300,180,140,30,27077
Le Sueur County,13750,180,2160,2490,3270,2180,1550,1640,280,27079
Lincoln County,2730,80,420,580,640,420,290,250,50,56023
Lyon County,12020,100,2030,2510,2750,1700,1250,1330,350,32019
MINNESOTA,2652920,30560,406950,497510,610040,383530,267430,350270,106630,27000
Mahnomen County,2300,40,410,590,650,290,170,130,20,27087
Marshall County,4560,70,590,870,1180,760,550,440,100,54051
Martin County,10360,150,1940,2090,2430,1490,1000,960,300,48317
McLeod County,17970,200,2750,3610,4320,2890,2050,1850,300,27085
Meeker County,10910,180,1700,2130,2630,1820,1200,1020,230,27093
Mille Lacs County,11970,170,1950,2750,3110,1860,1150,860,120,27095
Morrison County,15460,390,2500,3330,3930,2510,1520,1110,170,27097
Mower County,18550,200,2960,3990,5150,2590,1710,1600,350,27099
Murray County,4210,50,630,850,980,690,460,440,110,40099
Nicollet County,15460,150,2480,2830,3730,2290,1730,1870,380,27103
Nobles County,10380,120,1760,2070,3160,1440,860,760,210,27105
Norman County,3130,60,480,630,820,490,320,270,60,27107
Olmsted County,73590,700,10540,13000,15940,10550,7800,11450,3610,27109
Otter Tail County,28110,470,4710,5960,6810,4200,2810,2580,570,27111
Pennington County,6990,50,990,1410,2000,1080,730,600,130,46103
Pine County,12670,190,2020,3130,3250,1970,1130,870,110,27115
Pipestone County,4530,100,800,930,1150,690,420,360,80,27117
Polk County,14790,150,2380,3150,3500,2180,1520,1580,330,55095
Pope County,5530,100,960,1040,1290,860,600,540,140,27121
Ramsey County,257240,2500,40270,54150,64650,34750,22060,29580,9280,38071
Red Lake County,1920,30,250,390,520,310,240,150,30,27125
Redwood County,7780,100,1330,1580,1880,1170,750,760,210,27127
Renville County,7690,120,1210,1480,1870,1240,760,770,240,38075
Rice County,28400,300,4510,5460,6660,4220,3060,3470,720,27131
Rock County,4410,70,760,820,1030,720,450,440,120,55105
Roseau County,7920,130,1260,1450,2240,1230,820,620,170,27135
Scott County,65660,610,9440,9450,12580,9000,7460,13140,3980,51169
Sherburne County,41580,430,6380,6790,8210,6720,5280,6760,1010,27141
Sibley County,7350,120,1070,1380,1930,1270,780,690,110,27143
St. Louis County,93480,940,15040,20800,21520,13570,9680,9910,2020,29189
Stearns County,70550,930,11950,14610,16910,10320,7040,7090,1700,27145
Steele County,18130,190,2980,3470,4370,2700,1970,2100,350,38091
Stevens County,4320,60,670,760,1080,630,450,520,150,53065
Swift County,4640,70,720,950,1130,740,480,440,110,27151
Todd County,10700,290,1810,2360,2990,1610,910,640,90,46121
Traverse County,1700,40,270,340,390,230,160,190,80,27155
Wabasha County,10870,190,1700,2000,2600,1720,1230,1230,200,27157
Wadena County,6150,130,1090,1510,1650,870,470,360,70,27159
Waseca County,8910,110,1420,1750,2290,1410,980,800,150,27161
Washington County,122970,1180,17840,17880,23100,17240,13810,23720,8200,55131
